5.704376344,0.187167128,6.732812585,10.17639576,30.7256657,0.064011722
5.742902224,0.08425251,5.962702396,10.63155347,30.79605666,0.074578246
5.75887906,0.197632012,6.253452827,10.24596317,31.3139767,0.058495174
6.142198319,0.083521439,6.201219256,10.42205598,31.79458122,0.071435031
5.969775487,0.164572127,5.617671627,10.38844748,31.91041509,0.082557589
6.354679422,0.141956144,5.888473209,10.60675526,32.39479666,0.062164653
6.615220018,0.122797645,5.725980566,11.05599921,33.00884081,0.063094971
6.310285122,0.118411374,5.48695163,10.88175672,32.5099033,0.072619856
6.372373617,0.127664804,5.045824075,11.05617673,32.59100688,0.073012113
6.221425349,0.107116392,5.397010755,10.75501981,32.25681797,0.065201433
6.349602138,0.136869612,4.770252663,11.07679533,32.02817605,0.056493472
6.195711366,0.102694568,5.285524582,11.25955097,31.38492281,0.066842674
6.01769129,0.14145277,5.093964469,11.27166958,30.99800647,0.065852807
5.748827428,0.106426365,4.785130355,10.93784096,30.53603233,0.059391527
5.788432811,0.142808083,5.319867403,9.90475401,30.8109642,0.068205983
6.088080762,0.127807918,5.377851966,9.508811212,30.86181567,0.075546324
6.308460725,0.108158352,5.219874799,9.208427059,31.06064497,0.077652058
6.951994431,0.128717594,5.592558862,8.962601058,31.27320359,0.070694905
6.474443157,0.129446273,6.186276133,8.249184945,31.25926814,0.074876759
6.656888192,0.116311922,5.917239186,7.7109992,31.51989871,0.070586251
6.439243675,0.12597879,6.018212088,8.550214966,31.30807591,0.072229116
6.537907611,0.11079141,6.000400743,8.331420581,31.69085094,0.063931168
6.512165242,0.139396618,6.286921941,8.364562634,31.95775347,0.068917975
6.75739756,0.138935174,6.256756525,8.918244567,32.4048554,0.065840543
7.087222032,0.13517978,6.432776845,8.855478838,33.16937512,0.074266423
6.487347909,0.121089004,6.832243824,8.544776503,33.07419831,0.07265894
6.468677213,0.114410306,7.376017495,7.900791975,33.18912327,0.070542307
6.229312556,0.130609877,7.188870093,7.984376517,33.39945511,0.065760644
5.985054147,0.156752619,6.979193021,7.670839622,33.62468623,0.074364981
5.846770468,0.114716525,6.552530123,8.285928579,34.02855333,0.074298569
5.702773904,0.161171313,6.693923852,8.490785491,34.48248043,0.071460806
4.916554487,0.117457201,6.522625737,8.237983227,35.11790988,0.076661308
5.462229914,0.16171751,6.249628614,8.712891052,35.31814753,0.070390439
5.464007428,0.143418889,6.186120156,9.121313564,34.95106963,0.085507025
5.978569763,0.123344347,6.522278817,9.030708222,35.15047458,0.07442826
6.769093744,0.12953561,6.89272702,9.140933738,34.63489473,0.07490834
6.979122712,0.134769676,6.60495002,8.831703843,34.31095948,0.073723957
6.347500446,0.122583073,6.831257427,8.991560917,34.58437947,0.078546613
6.450988357,0.117283845,6.49219332,9.225670438,34.19848256,0.066106031
6.6408327,0.141410449,6.593205099,9.455796269,34.19744008,0.076088503
6.286080672,0.142246188,6.748748354,9.733823623,33.80695103,0.078688184
6.332806925,0.106412454,6.551433635,10.03672261,34.20871718,0.066279646
6.652988708,0.134777419,6.848079159,9.40076805,34.66718924,0.074343603
6.398541523,0.126059241,6.550188915,9.590635002,34.02813657,0.072533851
6.13808604,0.126219712,6.599121164,9.833535902,33.96267743,0.0704687
6.877592476,0.114406775,7.242181012,9.411003164,34.15892425,0.072533094
7.168998557,0.15049011,7.112709723,9.254111628,34.65215702,0.071888837
6.744254451,0.102171671,6.863978672,9.42174125,35.23108326,0.070574476
6.639052219,0.130643182,6.727337876,9.08091998,34.7490032,0.059446284
6.101846774,0.12544172,6.593869151,9.035919998,34.53487973,0.076207508
5.845035798,0.124014536,6.032889644,9.118331337,35.15179491,0.066507916
6.43452331,0.112080812,6.151696605,8.1050908,35.17991424,0.072771484
6.638125627,0.135356322,6.893237393,8.605704923,35.08273218,0.057939359
7.349433253,0.12555036,6.982458964,8.325279668,34.9664214,0.07302417
7.453679151,0.132907679,6.697537187,8.428776705,34.88169335,0.077182744
6.917627561,0.122575507,6.574437295,8.382974031,34.97950177,0.069257442
6.619301614,0.122278943,6.007920883,7.971843879,34.42522315,0.064709733
6.244454008,0.117860385,6.066928866,8.347389727,34.0830223,0.066751715
6.109717271,0.143595091,6.374090569,8.34024943,34.68106063,0.077229998
6.411676926,0.108343547,6.172525584,8.265986715,34.15124284,0.066690837
6.802686483,0.143758633,5.969632121,8.578815657,34.08993063,0.075174732
6.629454492,0.105063782,6.207661821,9.015186795,34.57873657,0.073586615
6.562906458,0.122800084,5.969164729,8.735396024,35.04201503,0.070689312
6.539648555,0.128256909,5.101019856,9.241388632,35.33389679,0.077044635
6.744434933,0.116734754,4.185932986,9.631892495,34.91857459,0.071266479
7.542268448,0.120828095,4.136559432,9.477887614,34.92059915,0.082672395
7.562442893,0.133303834,3.850709659,9.259781315,35.02302674,0.073890038
7.748917803,0.110887434,4.089137748,9.344253788,35.37507959,0.073226293
7.767432045,0.12817637,4.059875947,9.31169051,35.19626788,0.066058151
7.26295279,0.114501175,4.213250402,8.900263348,35.31922239,0.066444456
6.812957037,0.123458964,4.711010843,9.31300428,35.29924162,0.071811834
6.632692791,0.124491431,4.491985214,9.337497798,34.04005917,0.065791898
6.54127915,0.103156313,3.989128978,8.892486372,33.8606235,0.073477442
6.165480452,0.111204426,4.013037259,9.019335702,34.20271904,0.069152237
7.125332798,0.154416533,3.873177193,9.220314827,34.23850851,0.073239655
6.952632328,0.106395857,4.681825389,9.242271156,34.33573869,0.068657105
6.86272295,0.114310898,3.98512262,9.420846589,33.72343665,0.06893095
7.483522644,0.131937611,4.628625196,9.289772681,33.83084805,0.066448625
7.227004612,0.123045333,4.734315306,9.657084769,33.77937072,0.07607844
7.182750089,0.126557847,4.304944272,9.601340643,33.71842721,0.08109105
6.775224064,0.109644352,3.92221653,10.02506971,33.71193783,0.07012196
6.615431856,0.148761449,4.520396749,10.73399445,33.15534245,0.075509357
6.675704844,0.106396055,4.799891157,10.7073464,33.10152281,0.073159139
5.733930279,0.122416962,5.059154627,10.20687372,33.10997999,0.066515879
5.420448724,0.124339883,4.860276765,10.37534273,33.41074368,0.078114287
5.497773129,0.145605584,4.789362041,10.57659483,33.89958369,0.073718826
6.522374313,0.120857,4.931524145,10.96950484,34.05607559,0.076155329
7.520267121,0.123757108,4.638295803,11.31138281,34.27508401,0.077619791
8.105278627,0.110806867,4.142884686,12.06403259,34.58523736,0.075343468
6.629320391,0.137643705,3.817494655,12.02404187,34.78994424,0.064007607
6.630576746,0.149182864,3.74064759,12.39734439,34.97345795,0.065975186
7.258570708,0.091170733,3.956017372,12.9894822,34.95299274,0.087511738
6.597261505,0.149561075,3.889805022,12.93838996,35.05617257,0.063041077
6.199466115,0.105882372,4.095920576,13.06539748,34.40035821,0.067994415
5.735586834,0.152865686,4.272886799,13.50407148,34.73758695,0.085302629
5.794782605,0.119516132,3.878178158,13.50253358,34.67543516,0.075794641
5.774823821,0.134674797,3.713846498,14.35333838,34.37883261,0.067148843
5.908515551,0.119423248,3.457012185,14.36769332,34.02006534,0.077099039
6.229449695,0.127516521,3.80017068,14.34393206,33.93437586,0.060694609
6.400141972,0.097996202,4.016773726,14.78693126,33.54187656,0.071514992
6.06949139,0.171967091,4.46267888,14.32218856,33.41636713,0.071250093
6.473289206,0.099532558,4.350754615,13.66183944,33.10089917,0.063662257
5.963978638,0.123843566,3.785099382,14.209674,32.94723361,0.06454643
